TS,QV2M,PRECTOTCORR,date
30.15,8.61,0.0,2000-04-01
31.26,6.41,0.0,2000-04-02
30.85,6.29,0.0,2000-04-03
30.37,4.88,0.0,2000-04-04
31.08,5.43,0.0,2000-04-05
31.44,6.1,0.0,2000-04-06
31.63,7.14,0.0,2000-04-07
31.22,5.25,0.0,2000-04-08
32.0,5.19,0.0,2000-04-09
32.65,7.93,0.12,2000-04-10
33.55,10.07,1.02,2000-04-11
31.9,13.73,8.25,2000-04-12
32.36,13.55,0.11,2000-04-13
32.25,13.85,2.58,2000-04-14
30.31,15.32,8.59,2000-04-15
31.51,14.89,2.82,2000-04-16
32.87,13.79,0.89,2000-04-17
33.21,14.77,2.2,2000-04-18
34.07,14.28,0.25,2000-04-19
34.82,14.65,0.88,2000-04-20
34.93,15.26,0.52,2000-04-21
34.45,15.99,1.11,2000-04-22
36.14,14.83,0.78,2000-04-23
33.41,15.87,8.05,2000-04-24
31.63,15.69,16.4,2000-04-25
28.28,18.01,29.94,2000-04-26
31.26,16.72,2.68,2000-04-27
32.55,17.76,3.19,2000-04-28
33.65,17.52,1.29,2000-04-29
33.2,17.4,1.93,2000-04-30
32.88,17.94,14.25,2000-05-01
30.68,19.23,17.85,2000-05-02
29.45,18.31,3.13,2000-05-03
27.51,16.91,0.34,2000-05-04
30.33,15.26,0.03,2000-05-05
31.98,15.32,0.64,2000-05-06
29.51,15.99,1.63,2000-05-07
30.67,16.42,0.98,2000-05-08
31.78,16.91,1.51,2000-05-09
32.57,17.33,1.41,2000-05-10
33.82,16.91,0.84,2000-05-11
34.62,16.97,0.44,2000-05-12
35.11,17.27,2.85,2000-05-13
33.23,18.8,12.6,2000-05-14
32.73,18.13,0.13,2000-05-15
31.0,18.25,0.48,2000-05-16
32.13,18.25,8.03,2000-05-17
32.08,19.96,13.36,2000-05-18
32.56,20.2,5.34,2000-05-19
30.4,20.02,9.85,2000-05-20
29.53,19.04,14.85,2000-05-21
28.18,19.9,34.13,2000-05-22
29.19,20.14,13.18,2000-05-23
30.48,20.39,5.63,2000-05-24
31.39,20.69,4.76,2000-05-25
31.87,21.61,4.25,2000-05-26
31.18,21.91,9.76,2000-05-27
29.79,21.97,13.31,2000-05-28
28.99,21.12,14.69,2000-05-29
28.4,20.14,9.19,2000-05-30
29.33,19.78,4.99,2000-05-31
30.17,19.96,1.22,2000-06-01
30.83,20.08,0.82,2000-06-02
30.96,20.39,0.09,2000-06-03
30.69,20.81,7.41,2000-06-04
29.55,21.48,10.74,2000-06-05
28.37,21.3,8.33,2000-06-06
29.07,21.12,11.45,2000-06-07
28.26,21.06,3.34,2000-06-08
29.29,21.0,3.01,2000-06-09
28.66,21.79,9.83,2000-06-10
29.19,21.85,9.43,2000-06-11
29.24,21.42,21.01,2000-06-12
30.38,20.81,3.52,2000-06-13
30.09,21.42,9.89,2000-06-14
28.83,21.0,8.5,2000-06-15
29.69,20.75,2.14,2000-06-16
30.49,21.67,2.42,2000-06-17
28.59,21.91,5.44,2000-06-18
28.23,21.36,7.38,2000-06-19
28.98,21.42,6.35,2000-06-20
28.08,21.42,9.93,2000-06-21
28.12,21.36,14.74,2000-06-22
28.48,22.09,8.75,2000-06-23
29.85,21.18,4.22,2000-06-24
29.89,21.85,15.61,2000-06-25
28.25,22.09,7.18,2000-06-26
28.9,21.55,0.62,2000-06-27
28.21,21.18,0.34,2000-06-28
29.47,20.87,1.48,2000-06-29
29.06,20.81,3.11,2000-06-30
29.08,20.69,3.74,2000-07-01
29.75,21.0,1.94,2000-07-02
30.29,20.81,0.07,2000-07-03
30.11,20.51,0.02,2000-07-04
30.33,19.65,0.03,2000-07-05
29.99,20.94,0.67,2000-07-06
30.55,20.81,1.7,2000-07-07
30.71,21.24,1.04,2000-07-08
29.53,21.97,13.0,2000-07-09
28.85,22.03,11.14,2000-07-10
29.32,21.42,1.91,2000-07-11
28.67,22.34,2.0,2000-07-12
29.13,21.61,13.77,2000-07-13
28.96,21.48,12.74,2000-07-14
28.87,21.42,2.55,2000-07-15
30.01,21.79,2.34,2000-07-16
29.43,22.28,5.76,2000-07-17
28.05,21.85,13.49,2000-07-18
28.23,20.87,10.74,2000-07-19
27.87,21.0,3.41,2000-07-20
27.98,20.63,5.99,2000-07-21
28.95,20.87,8.98,2000-07-22
28.59,21.24,8.96,2000-07-23
28.02,21.06,13.68,2000-07-24
28.23,21.91,10.4,2000-07-25
28.72,21.0,4.22,2000-07-26
28.93,20.69,2.75,2000-07-27
28.72,20.87,0.98,2000-07-28
28.75,20.75,6.0,2000-07-29
28.52,20.32,6.56,2000-07-30
29.01,21.36,17.84,2000-07-31
27.98,21.85,26.31,2000-08-01
27.56,20.81,23.46,2000-08-02
28.08,21.12,7.99,2000-08-03
29.24,20.81,4.07,2000-08-04
29.67,20.57,7.24,2000-08-05
29.37,21.18,12.05,2000-08-06
29.46,21.73,1.41,2000-08-07
28.8,21.24,0.67,2000-08-08
27.59,21.0,3.13,2000-08-09
28.14,20.87,5.43,2000-08-10
27.62,21.06,15.47,2000-08-11
27.51,20.63,9.97,2000-08-12
27.96,20.69,1.21,2000-08-13
28.72,21.0,3.11,2000-08-14
28.55,21.06,5.74,2000-08-15
29.1,21.42,2.68,2000-08-16
29.23,21.85,6.42,2000-08-17
29.07,21.67,7.91,2000-08-18
28.75,21.48,1.18,2000-08-19
28.7,21.0,0.55,2000-08-20
29.0,20.45,0.42,2000-08-21
28.23,20.51,0.38,2000-08-22
27.27,19.96,0.18,2000-08-23
28.42,20.94,0.87,2000-08-24
29.38,21.42,4.72,2000-08-25
29.44,21.85,5.27,2000-08-26
29.31,21.3,2.7,2000-08-27
28.58,21.73,0.83,2000-08-28
28.41,21.73,1.92,2000-08-29
28.07,21.85,10.72,2000-08-30
28.37,22.16,37.67,2000-08-31
28.32,22.03,32.37,2000-09-01
28.51,22.34,1.57,2000-09-02
28.39,21.55,0.67,2000-09-03
27.83,21.0,4.04,2000-09-04
28.23,20.81,1.85,2000-09-05
28.3,20.87,6.97,2000-09-06
27.95,21.12,7.75,2000-09-07
27.62,21.06,7.18,2000-09-08
28.16,21.12,13.73,2000-09-09
28.8,20.87,5.28,2000-09-10
28.04,20.26,0.54,2000-09-11
27.99,19.84,0.0,2000-09-12
28.18,21.0,1.12,2000-09-13
27.28,20.87,6.78,2000-09-14
27.78,20.69,11.92,2000-09-15
27.39,20.63,3.27,2000-09-16
26.47,20.2,10.71,2000-09-17
25.97,20.08,32.54,2000-09-18
25.69,20.08,75.62,2000-09-19
25.19,18.92,38.6,2000-09-20
24.09,17.7,10.8,2000-09-21
25.07,17.82,8.31,2000-09-22
26.42,19.29,15.15,2000-09-23
26.72,19.84,12.67,2000-09-24
27.62,19.96,3.11,2000-09-25
27.83,19.53,1.84,2000-09-26
27.15,17.7,0.0,2000-09-27
27.05,17.33,0.36,2000-09-28
26.97,17.88,0.03,2000-09-29
26.55,17.4,0.0,2000-09-30
27.26,18.92,2.32,2000-10-01
27.12,19.53,3.7,2000-10-02
27.77,19.04,2.92,2000-10-03
27.9,18.62,5.35,2000-10-04
28.4,19.23,3.21,2000-10-05
28.38,19.47,0.01,2000-10-06
28.37,19.59,4.07,2000-10-07
27.79,19.65,3.21,2000-10-08
27.4,19.23,0.3,2000-10-09
27.36,19.35,0.31,2000-10-10
27.5,18.98,2.15,2000-10-11
27.49,18.07,3.1,2000-10-12
26.22,17.27,0.34,2000-10-13
24.75,14.16,0.0,2000-10-14
25.43,16.78,0.01,2000-10-15
26.78,18.07,1.64,2000-10-16
27.32,19.29,3.77,2000-10-17
27.65,18.92,0.73,2000-10-18
27.18,18.37,0.24,2000-10-19
26.78,16.91,0.42,2000-10-20
26.9,17.58,6.86,2000-10-21
26.03,16.3,2.14,2000-10-22
25.79,15.69,0.2,2000-10-23
25.44,15.75,0.05,2000-10-24
24.66,15.69,0.0,2000-10-25
24.12,14.53,1.2,2000-10-26
22.73,15.2,34.33,2000-10-27
23.01,15.75,12.89,2000-10-28
22.69,14.65,0.5,2000-10-29
22.24,13.85,0.0,2000-10-30
22.07,13.06,0.0,2000-10-31
22.24,13.31,0.0,2000-11-01
22.46,12.94,0.0,2000-11-02
22.44,12.51,0.0,2000-11-03
22.67,13.0,0.0,2000-11-04
22.41,13.18,0.0,2000-11-05
22.41,12.82,0.01,2000-11-06
21.15,10.74,0.0,2000-11-07
20.33,10.38,0.0,2000-11-08
20.3,10.74,0.0,2000-11-09
20.1,10.19,0.38,2000-11-10
20.7,12.02,0.0,2000-11-11
20.95,12.15,0.0,2000-11-12
20.87,11.84,0.07,2000-11-13
20.64,11.66,0.01,2000-11-14
20.69,11.66,0.0,2000-11-15
20.75,12.76,0.0,2000-11-16
20.51,11.6,0.0,2000-11-17
20.51,11.66,0.0,2000-11-18
20.5,12.33,0.0,2000-11-19
21.28,13.55,0.04,2000-11-20
22.09,13.61,0.03,2000-11-21
21.64,13.0,0.0,2000-11-22
21.2,12.63,0.0,2000-11-23
20.53,11.78,0.0,2000-11-24
18.77,9.77,0.0,2000-11-25
18.47,10.13,0.0,2000-11-26
19.51,11.23,0.0,2000-11-27
19.92,10.86,0.02,2000-11-28
18.53,8.54,0.02,2000-11-29
18.51,9.03,0.0,2000-11-30
17.8,8.54,0.0,2000-12-01
15.34,6.47,0.0,2000-12-02
15.35,7.81,0.0,2000-12-03
14.85,6.9,0.0,2000-12-04
14.48,6.35,0.0,2000-12-05
14.74,6.41,0.0,2000-12-06
15.15,6.9,0.0,2000-12-07
15.53,7.75,0.0,2000-12-08
14.87,6.65,0.0,2000-12-09
14.64,6.23,0.0,2000-12-10
14.89,6.9,0.0,2000-12-11
14.8,6.9,0.01,2000-12-12
14.48,6.9,0.0,2000-12-13
15.14,7.39,0.0,2000-12-14
15.38,6.9,0.0,2000-12-15
15.55,8.06,0.0,2000-12-16
16.12,8.36,0.0,2000-12-17
15.95,7.51,0.0,2000-12-18
14.58,6.53,0.0,2000-12-19
14.83,6.84,0.0,2000-12-20
15.69,8.12,0.0,2000-12-21
16.33,8.36,0.0,2000-12-22
16.59,8.06,0.0,2000-12-23
16.58,7.81,0.0,2000-12-24
16.55,7.93,0.0,2000-12-25
16.88,8.06,0.0,2000-12-26
16.85,8.06,0.0,2000-12-27
16.87,7.63,0.0,2000-12-28
16.26,7.08,0.0,2000-12-29
15.51,6.53,0.0,2000-12-30
15.89,7.2,0.0,2000-12-31
16.97,7.45,0.06,2001-01-01
17.78,9.09,0.13,2001-01-02
17.15,8.0,0.0,2001-01-03
15.26,6.53,0.0,2001-01-04
14.14,5.62,0.0,2001-01-05
13.28,5.31,0.0,2001-01-06
13.24,5.19,0.0,2001-01-07
13.41,4.88,0.0,2001-01-08
14.4,5.25,0.0,2001-01-09
13.16,4.58,0.0,2001-01-10
11.87,4.33,0.0,2001-01-11
11.55,4.09,0.0,2001-01-12
12.02,4.21,0.0,2001-01-13
12.87,4.39,0.0,2001-01-14
13.44,4.88,0.0,2001-01-15
14.17,5.0,0.0,2001-01-16
14.23,4.7,0.0,2001-01-17
14.2,4.46,0.0,2001-01-18
14.0,4.33,0.0,2001-01-19
14.8,4.94,0.0,2001-01-20
14.19,4.33,0.0,2001-01-21
15.65,5.07,0.0,2001-01-22
17.41,7.02,0.0,2001-01-23
15.4,4.52,0.0,2001-01-24
13.33,3.78,0.0,2001-01-25
12.53,3.48,0.0,2001-01-26
12.65,3.85,0.0,2001-01-27
13.62,4.46,0.0,2001-01-28
14.2,4.82,0.0,2001-01-29
14.2,5.43,0.0,2001-01-30
15.99,5.31,0.0,2001-01-31
17.68,5.86,0.0,2001-02-01
18.95,5.74,0.0,2001-02-02
17.23,4.33,0.0,2001-02-03
16.61,3.72,0.0,2001-02-04
17.84,4.09,0.0,2001-02-05
18.88,5.62,0.0,2001-02-06
16.35,4.03,0.0,2001-02-07
15.8,3.72,0.0,2001-02-08
16.3,3.85,0.0,2001-02-09
16.63,3.97,0.0,2001-02-10
16.91,4.27,0.0,2001-02-11
17.34,4.88,0.0,2001-02-12
17.12,4.52,0.0,2001-02-13
18.3,4.58,0.0,2001-02-14
19.88,6.04,0.0,2001-02-15
20.87,5.92,0.01,2001-02-16
22.44,6.1,0.0,2001-02-17
23.01,7.2,0.0,2001-02-18
22.89,6.35,0.0,2001-02-19
21.27,5.13,0.0,2001-02-20
21.77,4.94,0.0,2001-02-21
21.99,5.68,0.05,2001-02-22
21.94,5.19,0.0,2001-02-23
22.46,6.29,0.03,2001-02-24
23.7,7.45,0.04,2001-02-25
25.29,11.72,1.95,2001-02-26
24.76,7.75,0.17,2001-02-27
25.6,7.63,0.0,2001-02-28
24.71,8.91,2.3,2001-03-01
25.34,7.32,0.0,2001-03-02
23.9,3.97,0.0,2001-03-03
24.21,4.21,0.0,2001-03-04
22.04,7.32,0.13,2001-03-05
23.55,7.08,0.0,2001-03-06
22.96,3.6,0.0,2001-03-07
23.58,4.58,0.0,2001-03-08
23.92,4.15,0.0,2001-03-09
23.85,3.05,0.0,2001-03-10
24.83,3.36,0.0,2001-03-11
24.96,3.23,0.0,2001-03-12
25.59,3.85,0.0,2001-03-13
27.08,5.98,0.68,2001-03-14
27.73,6.47,0.91,2001-03-15
27.61,5.0,0.0,2001-03-16
28.12,5.43,0.0,2001-03-17
27.64,4.09,0.14,2001-03-18
27.55,3.6,0.0,2001-03-19
28.58,4.15,0.0,2001-03-20
29.85,5.43,0.0,2001-03-21
31.25,8.06,0.2,2001-03-22
28.3,11.23,5.74,2001-03-23
29.2,8.42,0.02,2001-03-24
27.85,4.21,0.0,2001-03-25
28.5,4.64,0.0,2001-03-26
29.23,4.64,0.0,2001-03-27
30.08,6.41,0.02,2001-03-28
30.94,11.35,2.46,2001-03-29
27.68,13.37,1.11,2001-03-30
28.29,12.08,0.55,2001-03-31
28.91,14.28,4.58,2001-04-01
29.69,11.17,2.0,2001-04-02
30.05,10.31,0.07,2001-04-03
30.01,7.08,0.0,2001-04-04
30.2,4.15,0.0,2001-04-05
31.78,5.31,0.12,2001-04-06
33.33,6.96,0.01,2001-04-07
31.17,5.98,0.0,2001-04-08
31.26,5.19,0.0,2001-04-09
34.42,9.03,0.0,2001-04-10
35.49,11.11,0.0,2001-04-11
34.33,10.68,0.01,2001-04-12
32.38,13.49,7.47,2001-04-13
32.0,13.12,1.54,2001-04-14
32.52,13.37,5.16,2001-04-15
31.07,14.59,4.38,2001-04-16
32.55,12.45,0.78,2001-04-17
28.35,11.11,2.49,2001-04-18
31.48,11.54,0.12,2001-04-19
32.32,8.79,0.0,2001-04-20
31.7,7.14,0.0,2001-04-21
31.86,5.8,0.0,2001-04-22
32.76,5.19,0.0,2001-04-23
33.94,7.14,0.0,2001-04-24
34.75,9.46,0.0,2001-04-25
36.02,11.6,0.0,2001-04-26
36.25,13.61,0.24,2001-04-27
36.65,13.31,1.01,2001-04-28
35.8,15.75,3.6,2001-04-29
35.26,16.78,3.79,2001-04-30
32.85,16.36,3.76,2001-05-01
31.88,16.85,13.75,2001-05-02
31.51,17.33,10.16,2001-05-03
31.95,16.78,2.63,2001-05-04
31.81,16.17,2.18,2001-05-05
28.12,17.46,1.0,2001-05-06
31.3,17.7,5.66,2001-05-07
31.65,19.65,8.74,2001-05-08
32.48,19.23,7.56,2001-05-09
32.23,20.14,13.28,2001-05-10
30.7,19.47,3.08,2001-05-11
32.11,16.11,0.03,2001-05-12
32.76,16.85,0.0,2001-05-13
34.2,16.3,0.0,2001-05-14
34.03,16.24,0.01,2001-05-15
34.98,16.36,0.01,2001-05-16
34.79,16.66,1.14,2001-05-17
34.78,16.66,2.15,2001-05-18
35.58,16.11,2.53,2001-05-19
33.28,18.07,14.98,2001-05-20
31.23,19.59,16.71,2001-05-21
31.77,19.35,10.13,2001-05-22
33.49,17.94,5.15,2001-05-23
31.68,19.84,19.9,2001-05-24
31.73,19.9,8.37,2001-05-25
31.15,20.08,7.11,2001-05-26
32.14,19.23,1.89,2001-05-27
31.83,19.1,2.34,2001-05-28
32.99,19.47,3.77,2001-05-29
31.98,19.71,5.76,2001-05-30
32.3,18.92,7.98,2001-05-31
31.94,19.41,8.53,2001-06-01
31.96,20.32,6.08,2001-06-02
29.01,21.06,27.43,2001-06-03
27.15,20.63,32.75,2001-06-04
28.48,20.69,4.86,2001-06-05
29.24,20.57,2.66,2001-06-06
29.05,20.57,1.46,2001-06-07
30.85,20.32,3.86,2001-06-08
30.43,20.87,3.54,2001-06-09
29.3,20.32,1.28,2001-06-10
29.38,20.87,1.04,2001-06-11
29.32,21.06,0.38,2001-06-12
29.15,20.87,3.63,2001-06-13
28.19,21.06,9.35,2001-06-14
28.39,20.08,21.94,2001-06-15
28.91,19.9,21.54,2001-06-16
28.87,21.24,32.46,2001-06-17
28.98,21.18,32.79,2001-06-18
28.56,21.3,35.03,2001-06-19
29.6,22.22,15.6,2001-06-20
29.1,21.97,23.89,2001-06-21
29.07,22.16,5.79,2001-06-22
29.55,21.91,3.44,2001-06-23
28.85,21.85,3.96,2001-06-24
29.09,21.73,3.85,2001-06-25
29.32,22.16,1.43,2001-06-26
28.56,22.09,4.36,2001-06-27
30.04,22.09,1.69,2001-06-28
29.11,22.22,3.44,2001-06-29
27.87,21.91,3.82,2001-06-30
27.58,21.3,16.27,2001-07-01
28.26,21.06,6.65,2001-07-02
28.52,21.06,0.6,2001-07-03
29.1,21.61,0.48,2001-07-04
29.51,22.09,0.24,2001-07-05
29.91,22.03,0.39,2001-07-06
29.19,22.03,2.91,2001-07-07
29.48,22.64,1.72,2001-07-08
28.69,22.03,5.16,2001-07-09
28.62,21.48,9.01,2001-07-10
28.15,21.36,5.37,2001-07-11
29.24,20.94,6.81,2001-07-12
29.44,20.75,4.6,2001-07-13
29.31,21.67,1.36,2001-07-14
29.01,21.97,4.3,2001-07-15
28.68,21.97,10.05,2001-07-16
28.6,21.42,3.75,2001-07-17
29.36,21.12,0.59,2001-07-18
29.14,21.24,2.8,2001-07-19
28.69,21.12,6.66,2001-07-20
28.51,21.79,4.66,2001-07-21
29.26,21.85,12.64,2001-07-22
29.6,21.73,3.83,2001-07-23
28.9,21.06,3.6,2001-07-24
28.94,20.69,2.29,2001-07-25
29.4,21.24,5.95,2001-07-26
29.69,21.67,8.41,2001-07-27
29.16,21.97,10.89,2001-07-28
28.38,22.28,15.59,2001-07-29
28.27,21.24,11.2,2001-07-30
28.6,21.55,3.18,2001-07-31
28.83,21.12,5.87,2001-08-01
29.2,21.67,14.66,2001-08-02
28.77,22.28,9.1,2001-08-03
28.84,21.18,0.37,2001-08-04
27.47,21.0,4.43,2001-08-05
28.33,21.24,5.22,2001-08-06
28.86,21.06,0.41,2001-08-07
28.3,21.12,5.61,2001-08-08
28.94,21.12,10.59,2001-08-09
29.0,21.06,0.86,2001-08-10
29.37,21.18,0.9,2001-08-11
28.8,21.18,0.08,2001-08-12
29.51,21.67,0.83,2001-08-13
28.48,21.36,2.69,2001-08-14
29.42,21.61,1.06,2001-08-15
30.16,21.67,0.78,2001-08-16
29.51,22.46,2.85,2001-08-17
29.61,22.89,1.81,2001-08-18
29.71,22.89,0.67,2001-08-19
29.25,22.52,2.55,2001-08-20
28.8,22.03,1.75,2001-08-21
29.03,21.3,0.96,2001-08-22
29.25,21.67,4.35,2001-08-23
29.54,21.67,5.31,2001-08-24
29.78,22.22,5.58,2001-08-25
29.48,22.22,5.19,2001-08-26
28.8,21.85,4.34,2001-08-27
28.35,20.87,4.76,2001-08-28
28.29,20.75,10.33,2001-08-29
28.56,21.3,17.52,2001-08-30
28.15,22.4,6.59,2001-08-31
28.03,21.42,9.49,2001-09-01
28.65,20.57,3.45,2001-09-02
28.83,20.94,2.17,2001-09-03
27.44,21.0,4.65,2001-09-04
28.22,21.73,5.11,2001-09-05
27.76,21.73,5.45,2001-09-06
28.11,21.42,27.29,2001-09-07
28.01,20.94,24.63,2001-09-08
28.16,21.67,19.92,2001-09-09
27.25,21.48,24.33,2001-09-10
28.09,21.06,26.05,2001-09-11
27.5,20.69,15.99,2001-09-12
27.34,20.26,7.08,2001-09-13
28.1,20.39,4.32,2001-09-14
28.06,20.51,2.05,2001-09-15
27.88,21.0,8.29,2001-09-16
27.52,19.78,16.24,2001-09-17
26.61,19.29,9.36,2001-09-18
27.83,18.68,0.78,2001-09-19
27.89,17.58,0.12,2001-09-20
27.55,18.43,0.12,2001-09-21
28.61,19.47,0.13,2001-09-22
28.23,20.02,4.63,2001-09-23
27.76,20.02,6.69,2001-09-24
27.74,19.17,2.29,2001-09-25
28.85,19.35,2.48,2001-09-26
29.06,19.71,6.39,2001-09-27
28.65,20.39,6.6,2001-09-28
28.42,20.63,1.8,2001-09-29
26.86,20.39,6.21,2001-09-30
26.49,19.84,14.69,2001-10-01
26.47,19.53,16.81,2001-10-02
25.74,19.71,22.52,2001-10-03
25.64,19.04,15.78,2001-10-04
26.29,19.53,10.96,2001-10-05
26.53,20.2,4.83,2001-10-06
27.33,20.14,3.37,2001-10-07
26.66,20.08,3.56,2001-10-08
27.58,19.47,2.67,2001-10-09
26.8,19.59,5.09,2001-10-10
26.85,18.37,4.51,2001-10-11
26.92,17.7,1.21,2001-10-12
26.87,18.01,0.28,2001-10-13
27.36,18.8,1.32,2001-10-14
27.19,19.04,1.47,2001-10-15
26.17,18.01,0.45,2001-10-16
26.57,17.58,3.13,2001-10-17
24.8,16.91,8.08,2001-10-18
24.7,15.5,0.35,2001-10-19
24.31,15.75,0.0,2001-10-20
24.98,16.3,0.0,2001-10-21
25.09,16.3,0.0,2001-10-22
24.32,15.44,0.0,2001-10-23
24.76,15.99,0.0,2001-10-24
24.88,15.99,0.0,2001-10-25
24.39,15.5,0.0,2001-10-26
24.8,15.75,0.04,2001-10-27
25.14,17.4,0.38,2001-10-28
25.32,17.33,0.16,2001-10-29
25.08,17.58,3.01,2001-10-30
25.26,17.4,4.71,2001-10-31
24.3,15.2,1.17,2001-11-01
23.63,14.34,0.01,2001-11-02
23.93,14.34,2.37,2001-11-03
24.05,15.08,2.41,2001-11-04
24.15,14.4,0.0,2001-11-05
23.52,14.89,0.0,2001-11-06
23.13,14.22,0.12,2001-11-07
22.73,13.31,0.02,2001-11-08
22.44,13.18,0.0,2001-11-09
22.06,13.06,0.87,2001-11-10
20.97,14.16,0.81,2001-11-11
22.44,13.98,0.31,2001-11-12
22.47,14.22,0.05,2001-11-13
22.19,13.24,0.0,2001-11-14
21.15,12.27,0.0,2001-11-15
21.45,12.08,0.0,2001-11-16
21.61,12.63,0.0,2001-11-17
22.87,13.67,0.19,2001-11-18
22.49,13.49,0.76,2001-11-19
22.05,13.67,0.0,2001-11-20
21.87,13.06,0.01,2001-11-21
20.72,11.54,0.01,2001-11-22
20.31,11.41,0.02,2001-11-23
20.25,11.6,0.0,2001-11-24
18.87,10.44,0.0,2001-11-25
18.89,10.5,0.0,2001-11-26
19.51,11.23,0.0,2001-11-27
18.42,9.4,0.0,2001-11-28
17.83,9.52,0.0,2001-11-29
16.44,8.85,0.0,2001-11-30
15.02,7.75,0.0,2001-12-01
15.15,7.75,0.0,2001-12-02
15.57,8.97,0.0,2001-12-03
16.13,9.46,0.0,2001-12-04
15.76,8.06,0.0,2001-12-05
15.89,9.09,0.0,2001-12-06
16.07,9.64,0.0,2001-12-07
16.12,9.34,0.0,2001-12-08
16.28,9.46,0.0,2001-12-09
16.23,9.46,0.0,2001-12-10
15.91,9.22,0.0,2001-12-11
15.71,8.73,0.0,2001-12-12
15.73,8.91,0.0,2001-12-13
15.48,8.73,0.0,2001-12-14
15.73,8.61,0.0,2001-12-15
15.42,7.87,0.0,2001-12-16
15.37,7.87,0.0,2001-12-17
15.23,7.63,0.0,2001-12-18
15.32,7.75,0.0,2001-12-19
15.87,7.81,0.0,2001-12-20
15.83,7.51,0.0,2001-12-21
15.8,7.32,0.0,2001-12-22
15.87,7.75,0.0,2001-12-23
16.0,8.0,0.0,2001-12-24
16.02,7.39,0.0,2001-12-25
15.95,7.32,0.0,2001-12-26
16.08,7.69,0.0,2001-12-27
15.84,7.51,0.0,2001-12-28
15.76,6.96,0.0,2001-12-29
15.02,6.41,0.0,2001-12-30
14.4,6.04,0.0,2001-12-31
13.59,5.55,0.0,2002-01-01
13.86,5.68,0.0,2002-01-02
15.05,6.77,0.0,2002-01-03
15.67,7.02,0.0,2002-01-04
16.35,7.14,0.0,2002-01-05
16.75,7.14,0.0,2002-01-06
17.26,6.96,0.0,2002-01-07
17.12,7.08,0.0,2002-01-08
15.81,6.53,0.15,2002-01-09
15.22,5.86,0.0,2002-01-10
15.22,5.92,0.0,2002-01-11
13.48,5.55,0.0,2002-01-12
14.69,6.1,0.0,2002-01-13
15.24,6.35,0.0,2002-01-14
16.52,7.45,0.0,2002-01-15
18.53,9.52,0.3,2002-01-16
20.16,9.7,0.42,2002-01-17
20.33,9.77,0.22,2002-01-18
20.85,10.19,0.0,2002-01-19
20.95,10.01,0.03,2002-01-20
21.1,9.7,0.03,2002-01-21
20.25,9.16,0.42,2002-01-22
18.96,11.05,0.92,2002-01-23
17.37,6.47,0.0,2002-01-24
15.59,5.07,0.0,2002-01-25
15.62,5.07,0.0,2002-01-26
16.83,5.98,0.09,2002-01-27
14.84,7.87,6.23,2002-01-28
18.02,8.36,0.27,2002-01-29
16.88,6.96,0.13,2002-01-30
15.71,5.43,0.0,2002-01-31
16.21,5.31,0.0,2002-02-01
15.06,4.76,0.0,2002-02-02
15.65,4.88,0.0,2002-02-03
15.13,4.64,0.0,2002-02-04
15.76,4.7,0.0,2002-02-05
17.36,5.13,0.0,2002-02-06
19.79,6.59,0.01,2002-02-07
20.81,8.18,0.05,2002-02-08
22.4,10.19,0.0,2002-02-09
22.8,9.22,0.0,2002-02-10
22.83,7.69,0.0,2002-02-11
22.73,8.73,0.0,2002-02-12
21.69,6.71,0.0,2002-02-13
19.33,5.37,0.0,2002-02-14
19.06,5.25,0.0,2002-02-15
20.26,5.8,0.0,2002-02-16
21.26,6.29,0.0,2002-02-17
21.82,6.04,0.0,2002-02-18
21.44,6.41,0.0,2002-02-19
21.43,6.23,0.0,2002-02-20
22.11,6.04,0.0,2002-02-21
22.14,5.86,0.0,2002-02-22
22.52,6.84,0.0,2002-02-23
24.01,6.71,0.0,2002-02-24
24.23,7.63,1.46,2002-02-25
23.91,7.45,0.0,2002-02-26
22.04,5.31,0.0,2002-02-27
22.78,5.8,0.0,2002-02-28
23.62,6.1,0.0,2002-03-01
24.5,6.53,0.0,2002-03-02
25.44,8.12,1.8,2002-03-03
24.73,7.81,0.6,2002-03-04
23.28,5.43,0.0,2002-03-05
23.9,5.07,0.0,2002-03-06
23.12,4.33,0.01,2002-03-07
24.26,4.82,0.0,2002-03-08
26.43,8.67,0.3,2002-03-09
28.34,9.34,0.05,2002-03-10
28.24,8.85,0.07,2002-03-11
26.68,5.62,0.08,2002-03-12
25.22,4.76,0.0,2002-03-13
27.9,5.8,0.0,2002-03-14
27.64,6.41,0.01,2002-03-15
27.81,6.35,0.04,2002-03-16
27.19,4.58,0.0,2002-03-17
28.21,6.29,0.0,2002-03-18
29.2,6.53,0.0,2002-03-19
29.26,6.1,0.0,2002-03-20
29.53,6.71,0.0,2002-03-21
30.45,8.24,0.0,2002-03-22
30.11,6.47,0.24,2002-03-23
29.88,9.4,4.17,2002-03-24
30.53,9.58,1.0,2002-03-25
30.69,14.89,6.29,2002-03-26
29.73,15.38,6.72,2002-03-27
30.51,13.98,2.72,2002-03-28
30.89,10.07,0.09,2002-03-29
31.23,10.86,0.44,2002-03-30
30.89,10.25,0.63,2002-03-31
30.54,9.7,2.54,2002-04-01
28.69,15.69,13.54,2002-04-02
27.65,14.28,4.51,2002-04-03
28.8,12.08,0.21,2002-04-04
30.33,10.56,0.01,2002-04-05
