YEAR,MO,DY,TS,QV2M,PRECTOTCORR
2003,12,1,17.21,9.28,0.0
2003,12,2,17.04,9.64,0.0
2003,12,3,17.15,9.22,0.0
2003,12,4,17.2,9.03,0.0
2003,12,5,17.1,9.46,0.0
2003,12,6,16.91,9.83,0.0
2003,12,7,17.11,9.89,0.0
2003,12,8,17.91,10.25,0.0
2003,12,9,18.76,10.25,0.0
2003,12,10,19.39,10.62,0.0
2003,12,11,19.4,10.62,0.0
2003,12,12,18.85,10.01,0.0
2003,12,13,18.54,10.01,0.0
2003,12,14,18.55,9.77,0.0
2003,12,15,18.08,10.01,0.0
2003,12,16,19.4,10.38,0.1
2003,12,17,19.66,11.11,1.67
2003,12,18,19.51,10.74,0.18
2003,12,19,20.43,11.41,1.83
2003,12,20,19.42,10.5,0.08
2003,12,21,17.94,8.67,0.0
2003,12,22,17.14,7.51,0.0
2003,12,23,16.76,7.32,0.0
2003,12,24,16.19,6.53,0.0
2003,12,25,15.62,6.53,0.0
2003,12,26,15.19,6.47,0.0
2003,12,27,15.29,8.61,0.52
2003,12,28,13.81,8.3,6.4
2003,12,29,14.95,7.87,0.0
2003,12,30,15.18,7.69,0.0
2003,12,31,14.8,7.08,0.0
2004,1,1,14.47,6.23,0.0
2004,1,2,13.94,6.1,0.0
2004,1,3,13.08,5.74,0.12
2004,1,4,12.73,6.1,0.0
2004,1,5,13.24,5.98,0.0
2004,1,6,15.05,6.65,0.0
2004,1,7,15.44,6.65,0.0
2004,1,8,15.1,5.92,0.0
2004,1,9,13.98,5.25,0.0
2004,1,10,14.33,5.8,0.0
2004,1,11,15.92,7.75,0.0
2004,1,12,16.55,8.0,0.0
2004,1,13,16.71,7.32,0.0
2004,1,14,16.69,6.77,0.0
2004,1,15,17.69,7.45,0.0
2004,1,16,17.9,8.36,0.0
2004,1,17,18.11,8.18,0.0
2004,1,18,18.67,8.3,0.01
2004,1,19,19.48,9.64,0.28
2004,1,20,19.31,9.77,0.0
2004,1,21,18.95,8.91,0.0
2004,1,22,19.12,8.91,0.7
2004,1,23,21.21,10.01,0.18
2004,1,24,19.29,10.8,5.92
2004,1,25,18.02,8.12,0.07
2004,1,26,14.65,5.49,0.0
2004,1,27,15.76,5.68,0.0
2004,1,28,15.01,5.49,0.0
2004,1,29,15.49,5.8,0.0
2004,1,30,16.81,6.04,0.0
2004,1,31,17.84,7.08,0.06
2004,2,1,19.94,9.7,0.21
2004,2,2,19.7,7.81,0.0
2004,2,3,16.5,5.31,0.0
2004,2,4,15.85,5.37,0.0
2004,2,5,15.91,5.07,0.0
2004,2,6,16.87,6.35,0.0
2004,2,7,17.03,6.23,0.0
2004,2,8,15.96,5.25,0.0
2004,2,9,17.3,6.47,0.0
2004,2,10,19.24,6.9,0.0
2004,2,11,19.93,6.53,0.0
2004,2,12,20.08,6.59,0.0
2004,2,13,20.21,7.57,0.0
2004,2,14,20.71,6.9,0.0
2004,2,15,20.35,6.59,0.0
2004,2,16,20.58,6.84,0.0
2004,2,17,20.61,7.51,0.0
2004,2,18,20.9,6.9,0.0
2004,2,19,22.58,8.12,0.02
2004,2,20,23.33,8.85,0.0
2004,2,21,22.16,9.03,0.03
2004,2,22,21.55,7.39,0.0
2004,2,23,21.63,6.23,0.0
2004,2,24,22.27,6.59,0.0
2004,2,25,22.87,8.0,0.0
2004,2,26,23.66,8.54,0.0
2004,2,27,24.43,8.3,0.0
2004,2,28,24.3,6.59,0.0
2004,2,29,24.74,6.35,0.0
2004,3,1,24.27,5.13,0.0
2004,3,2,23.58,4.03,0.0
2004,3,3,22.72,4.39,0.0
2004,3,4,22.06,4.27,0.0
2004,3,5,22.47,4.39,0.0
2004,3,6,23.83,4.82,0.02
2004,3,7,23.66,5.92,1.19
2004,3,8,24.43,7.51,0.13
2004,3,9,27.44,7.93,0.0
2004,3,10,27.51,7.39,1.42
2004,3,11,26.76,9.28,0.97
2004,3,12,27.56,8.42,0.0
2004,3,13,28.05,8.12,0.05
2004,3,14,28.62,8.3,0.0
2004,3,15,29.0,8.61,0.0
2004,3,16,29.75,8.18,0.0
2004,3,17,30.63,9.03,0.04
2004,3,18,31.49,10.99,0.0
2004,3,19,31.63,12.63,3.83
2004,3,20,28.02,9.52,9.67
2004,3,21,28.69,9.77,0.0
2004,3,22,29.16,8.73,0.0
2004,3,23,30.76,10.74,0.0
2004,3,24,31.48,10.25,0.0
2004,3,25,31.38,8.73,0.0
2004,3,26,31.37,9.16,0.0
2004,3,27,32.76,9.77,0.0
2004,3,28,32.9,7.81,0.14
2004,3,29,31.86,5.68,0.0
2004,3,30,31.14,8.61,0.12
2004,3,31,32.1,6.35,0.07
2004,4,1,32.29,8.79,0.09
2004,4,2,32.62,11.6,0.49
2004,4,3,33.43,11.05,1.01
2004,4,4,34.06,12.7,0.38
2004,4,5,34.73,11.96,0.11
2004,4,6,31.99,13.98,9.66
2004,4,7,28.58,15.81,10.27
2004,4,8,29.84,13.73,0.39
2004,4,9,30.23,15.69,7.84
2004,4,10,31.37,15.44,5.75
2004,4,11,33.32,14.28,0.02
2004,4,12,33.15,13.79,0.03
2004,4,13,32.75,11.47,0.01
2004,4,14,33.73,12.7,0.01
2004,4,15,34.43,11.47,0.03
2004,4,16,34.31,10.86,0.02
2004,4,17,34.62,13.61,0.16
2004,4,18,35.26,14.95,0.53
2004,4,19,32.27,17.4,1.01
2004,4,20,33.11,16.11,0.05
2004,4,21,34.19,15.08,1.13
2004,4,22,34.01,15.81,3.4
2004,4,23,31.3,17.46,24.87
2004,4,24,30.77,16.42,4.04
2004,4,25,30.41,14.47,0.02
2004,4,26,30.27,14.22,8.32
2004,4,27,28.73,15.26,24.64
2004,4,28,31.34,14.1,0.78
2004,4,29,30.48,15.69,7.3
2004,4,30,32.66,15.93,2.6
2004,5,1,33.64,15.62,0.1
2004,5,2,33.9,14.53,0.15
2004,5,3,30.99,8.36,0.01
2004,5,4,31.23,8.91,0.0
2004,5,5,31.99,10.07,0.0
2004,5,6,32.74,10.8,0.0
2004,5,7,34.41,13.0,0.0
2004,5,8,35.66,14.71,0.0
2004,5,9,35.58,14.77,0.35
2004,5,10,35.73,15.01,0.0
2004,5,11,36.34,14.95,0.01
2004,5,12,36.36,14.77,0.01
2004,5,13,36.6,15.69,0.07
2004,5,14,37.87,16.42,0.44
2004,5,15,36.03,19.71,2.1
2004,5,16,34.37,18.8,1.33
2004,5,17,36.44,17.33,0.07
2004,5,18,36.69,17.64,2.28
2004,5,19,36.44,17.21,3.48
2004,5,20,34.04,17.94,8.4
2004,5,21,34.48,17.21,2.27
2004,5,22,32.87,19.17,14.82
2004,5,23,29.96,20.14,25.95
2004,5,24,31.51,17.82,1.54
2004,5,25,31.65,17.58,2.73
2004,5,26,31.76,17.58,0.59
2004,5,27,33.26,17.21,0.97
2004,5,28,35.23,16.6,0.57
2004,5,29,34.43,16.97,5.06
2004,5,30,33.8,16.72,4.85
2004,5,31,33.21,17.33,2.89
2004,6,1,33.28,17.7,1.83
2004,6,2,32.26,18.74,4.37
2004,6,3,32.53,19.35,4.18
2004,6,4,32.7,18.49,0.93
2004,6,5,34.21,16.97,1.02
2004,6,6,32.55,18.43,4.23
2004,6,7,32.81,17.94,0.2
2004,6,8,32.9,18.01,0.53
2004,6,9,33.3,18.25,0.88
2004,6,10,32.82,18.62,7.82
2004,6,11,33.19,18.55,0.96
2004,6,12,32.01,19.47,4.86
2004,6,13,28.76,21.12,10.11
2004,6,14,28.13,20.26,19.88
2004,6,15,28.97,21.61,23.14
2004,6,16,29.83,20.57,7.4
2004,6,17,30.21,20.94,6.92
2004,6,18,30.2,20.57,7.17
2004,6,19,29.48,21.18,14.09
2004,6,20,29.19,21.0,14.38
2004,6,21,28.23,21.12,37.34
2004,6,22,29.78,21.55,7.83
2004,6,23,29.7,21.97,8.56
2004,6,24,29.41,21.12,9.53
2004,6,25,29.82,21.24,18.11
2004,6,26,29.08,21.18,26.5
2004,6,27,30.51,20.81,1.14
2004,6,28,29.76,21.55,0.55
2004,6,29,29.64,21.91,1.74
2004,6,30,29.65,21.55,1.63
2004,7,1,30.32,21.42,4.04
2004,7,2,30.07,21.61,6.53
2004,7,3,28.78,21.73,8.51
2004,7,4,29.48,22.16,10.49
2004,7,5,28.77,21.85,13.9
2004,7,6,28.62,21.85,38.42
2004,7,7,27.7,21.85,20.06
2004,7,8,27.85,21.73,19.85
2004,7,9,27.48,21.18,22.63
2004,7,10,26.9,20.39,7.27
2004,7,11,27.11,20.57,6.93
2004,7,12,27.89,20.32,12.73
2004,7,13,29.01,20.26,2.98
2004,7,14,28.69,20.39,5.03
2004,7,15,28.14,21.12,6.74
2004,7,16,27.95,21.91,9.8
2004,7,17,27.79,21.42,8.29
2004,7,18,27.45,21.79,38.41
2004,7,19,26.98,21.24,45.4
2004,7,20,26.98,21.0,33.11
2004,7,21,28.3,21.48,13.69
2004,7,22,27.87,20.51,5.36
2004,7,23,28.4,21.18,13.19
2004,7,24,27.94,21.24,2.79
2004,7,25,28.08,21.36,4.62
2004,7,26,28.97,21.3,1.95
2004,7,27,28.78,21.3,2.15
2004,7,28,28.21,21.18,6.9
2004,7,29,28.04,21.24,8.22
2004,7,30,28.19,21.42,4.82
2004,7,31,28.55,21.3,6.07
2004,8,1,28.83,21.67,3.26
2004,8,2,28.2,21.67,0.77
2004,8,3,28.53,21.48,0.91
2004,8,4,28.18,21.91,2.69
2004,8,5,28.33,21.48,5.72
2004,8,6,28.92,21.61,4.3
2004,8,7,28.19,21.79,1.99
2004,8,8,28.19,21.18,1.78
2004,8,9,28.46,21.48,1.02
2004,8,10,28.35,21.61,4.18
2004,8,11,28.57,21.85,3.47
2004,8,12,28.57,21.79,18.0
2004,8,13,28.15,21.42,20.29
2004,8,14,28.03,21.36,5.13
2004,8,15,28.93,21.85,5.54
2004,8,16,28.81,22.03,1.11
2004,8,17,28.37,21.42,0.54
2004,8,18,28.15,21.48,0.88
2004,8,19,28.77,21.55,3.17
2004,8,20,28.94,22.03,2.72
2004,8,21,29.08,21.97,0.54
2004,8,22,28.68,21.97,2.02
2004,8,23,28.65,21.55,1.08
2004,8,24,29.26,21.73,0.22
2004,8,25,28.52,21.97,10.77
2004,8,26,28.2,21.61,10.1
2004,8,27,28.31,21.42,9.9
2004,8,28,28.98,21.36,12.98
2004,8,29,28.19,21.85,10.79
2004,8,30,29.49,21.61,13.46
2004,8,31,28.82,21.73,6.25
2004,9,1,27.84,21.3,6.0
2004,9,2,27.4,20.51,4.17
2004,9,3,27.89,20.51,1.84
2004,9,4,28.95,21.06,8.13
2004,9,5,27.98,21.73,7.88
2004,9,6,28.82,21.3,1.29
2004,9,7,28.63,21.3,1.25
2004,9,8,27.77,21.79,5.11
2004,9,9,26.95,21.18,3.37
2004,9,10,26.32,19.96,13.88
2004,9,11,26.4,19.41,10.64
2004,9,12,26.05,19.65,14.46
2004,9,13,25.6,19.17,37.82
2004,9,14,24.73,18.37,31.4
2004,9,15,25.08,18.98,20.93
2004,9,16,24.56,18.49,31.99
2004,9,17,25.59,19.59,18.58
2004,9,18,26.15,19.96,5.95
2004,9,19,26.53,19.84,2.42
2004,9,20,27.34,19.84,0.57
2004,9,21,26.77,19.71,2.1
2004,9,22,27.36,19.96,8.21
2004,9,23,27.01,19.96,5.19
2004,9,24,26.22,20.45,2.21
2004,9,25,27.05,19.71,2.04
2004,9,26,27.65,20.2,5.55
2004,9,27,26.94,20.45,11.91
2004,9,28,26.33,19.78,13.57
2004,9,29,26.42,19.65,8.53
2004,9,30,27.23,19.65,0.55
2004,10,1,27.41,19.65,0.02
2004,10,2,27.54,19.47,2.93
2004,10,3,26.16,19.35,2.42
2004,10,4,26.15,18.74,5.55
2004,10,5,25.24,19.29,22.61
2004,10,6,25.93,20.32,33.12
2004,10,7,25.69,20.2,74.4
2004,10,8,24.42,17.52,14.7
2004,10,9,26.01,17.64,0.0
2004,10,10,26.36,17.76,0.01
2004,10,11,26.73,17.33,1.46
2004,10,12,26.35,17.03,2.96
2004,10,13,26.45,17.21,2.15
2004,10,14,25.86,17.82,7.99
2004,10,15,22.69,14.89,2.1
2004,10,16,22.54,13.92,0.01
2004,10,17,21.97,13.49,0.01
2004,10,18,22.64,14.34,0.0
2004,10,19,23.4,15.14,0.0
2004,10,20,23.23,14.65,0.0
2004,10,21,23.29,14.59,0.0
2004,10,22,23.69,15.2,0.0
2004,10,23,23.86,15.14,0.02
2004,10,24,23.16,14.77,0.02
2004,10,25,22.82,14.34,0.0
2004,10,26,23.17,14.34,0.05
2004,10,27,23.27,14.4,0.2
2004,10,28,23.64,14.71,0.31
2004,10,29,23.27,14.71,1.09
2004,10,30,22.45,14.16,0.05
2004,10,31,21.33,13.55,0.17
2004,11,1,19.81,11.66,0.0
2004,11,2,19.15,10.93,0.0
2004,11,3,20.11,11.72,0.0
2004,11,4,20.01,11.96,0.0
2004,11,5,20.86,12.7,0.0
2004,11,6,22.15,13.24,0.0
2004,11,7,22.08,13.49,0.0
2004,11,8,22.31,13.55,0.0
2004,11,9,21.68,12.63,0.0
2004,11,10,20.91,11.96,0.0
2004,11,11,20.15,11.23,0.0
2004,11,12,19.8,11.11,0.0
2004,11,13,19.37,11.35,0.0
2004,11,14,18.69,10.62,0.0
2004,11,15,18.36,10.38,0.0
2004,11,16,18.52,11.47,0.0
2004,11,17,19.82,12.63,0.0
2004,11,18,20.87,12.82,0.0
2004,11,19,21.44,12.94,0.0
2004,11,20,21.05,13.18,0.0
2004,11,21,20.45,13.31,0.0
2004,11,22,20.62,12.45,0.0
2004,11,23,20.6,11.78,0.08
2004,11,24,20.24,11.72,0.22
2004,11,25,20.22,11.96,0.02
2004,11,26,19.8,11.84,0.0
2004,11,27,19.49,11.66,0.0
2004,11,28,19.38,11.41,0.0
2004,11,29,19.1,11.29,0.0
2004,11,30,18.69,10.86,0.0
2004,12,1,18.21,10.38,0.0
2004,12,2,17.78,10.19,0.0
2004,12,3,17.26,10.13,0.0
2004,12,4,16.88,9.95,0.0
2004,12,5,17.23,9.77,0.0
2004,12,6,17.56,9.77,0.0
2004,12,7,18.17,10.38,0.0
2004,12,8,19.08,10.99,0.0
2004,12,9,19.3,11.41,0.0
2004,12,10,19.38,11.66,0.0
2004,12,11,19.55,11.84,0.0
2004,12,12,20.22,12.15,0.0
2004,12,13,19.98,11.84,0.0
2004,12,14,19.33,11.35,0.0
2004,12,15,18.08,9.95,0.0
2004,12,16,17.45,9.64,0.0
2004,12,17,18.34,10.74,0.0
2004,12,18,18.5,10.99,0.0
2004,12,19,17.86,10.19,0.0
2004,12,20,18.01,10.13,0.0
2004,12,21,18.88,10.62,0.02
2004,12,22,18.43,10.5,0.0
2004,12,23,17.44,10.13,0.0
2004,12,24,17.74,10.44,0.01
2004,12,25,17.4,9.7,0.0
2004,12,26,14.15,6.96,0.0
2004,12,27,12.2,5.86,0.0
2004,12,28,12.25,6.65,0.0
2004,12,29,12.7,6.77,0.0
2004,12,30,13.26,6.35,0.0
2004,12,31,14.21,7.75,0.0
2005,1,1,15.34,8.48,0.0
2005,1,2,15.43,8.97,0.0
2005,1,3,16.9,9.7,0.0
2005,1,4,17.55,9.58,0.0
2005,1,5,16.1,8.12,0.0
2005,1,6,15.17,7.39,0.0
2005,1,7,14.81,6.9,0.0
2005,1,8,15.12,7.08,0.0
2005,1,9,13.67,6.16,0.0
2005,1,10,13.98,6.04,0.01
2005,1,11,14.99,7.57,2.09
2005,1,12,14.88,7.93,0.0
2005,1,13,13.81,7.14,0.0
2005,1,14,13.76,6.53,0.0
2005,1,15,14.26,6.41,0.0
2005,1,16,15.61,7.02,0.0
2005,1,17,15.99,7.87,0.01
2005,1,18,16.48,9.16,4.99
2005,1,19,18.3,9.77,0.43
2005,1,20,15.32,6.9,0.01
2005,1,21,13.11,5.68,0.0
2005,1,22,13.67,6.96,0.04
2005,1,23,16.94,8.06,1.76
2005,1,24,17.18,9.09,0.32
2005,1,25,16.12,7.87,0.0
2005,1,26,16.53,7.45,0.0
2005,1,27,17.11,7.63,0.0
2005,1,28,15.93,8.0,1.42
2005,1,29,16.98,8.06,0.17
2005,1,30,18.05,8.73,0.11
2005,1,31,18.87,8.73,0.03
2005,2,1,17.9,9.89,0.8
2005,2,2,17.21,7.93,0.03
2005,2,3,14.73,5.86,0.0
2005,2,4,14.88,5.74,0.0
2005,2,5,15.83,5.86,0.0
2005,2,6,18.28,7.2,0.0
2005,2,7,20.51,8.12,0.0
2005,2,8,17.72,9.46,0.38
2005,2,9,20.55,10.19,0.0
2005,2,10,20.47,8.36,0.0
2005,2,11,20.51,7.32,0.0
2005,2,12,21.95,8.61,0.0
2005,2,13,23.19,8.42,0.0
2005,2,14,22.55,7.14,0.0
2005,2,15,22.3,8.3,0.0
2005,2,16,23.59,9.95,0.0
2005,2,17,24.88,9.28,0.04
2005,2,18,25.3,11.35,1.95
2005,2,19,26.48,11.54,0.14
2005,2,20,26.32,11.6,0.15
2005,2,21,26.18,9.89,0.5
2005,2,22,23.55,8.48,0.39
2005,2,23,23.12,9.89,0.51
2005,2,24,22.2,7.02,0.0
2005,2,25,21.94,6.47,0.0
2005,2,26,22.62,6.47,0.0
2005,2,27,22.47,6.29,0.0
2005,2,28,22.62,6.23,0.0
2005,3,1,23.67,7.14,0.0
2005,3,2,25.34,8.24,0.0
2005,3,3,26.17,8.12,0.0
2005,3,4,26.75,8.54,0.0
2005,3,5,28.22,9.77,0.0
2005,3,6,28.01,8.61,0.0
2005,3,7,27.73,8.54,0.01
2005,3,8,28.15,9.09,0.01
2005,3,9,28.65,10.38,0.02
2005,3,10,29.07,10.07,0.02
2005,3,11,27.43,11.05,0.81
2005,3,12,24.9,10.13,5.56
2005,3,13,26.08,9.34,0.02
2005,3,14,27.27,8.67,0.0
2005,3,15,27.62,7.69,0.0
2005,3,16,28.19,8.42,0.06
2005,3,17,29.43,12.45,1.67
2005,3,18,29.23,13.92,4.67
2005,3,19,29.66,13.0,1.81
2005,3,20,30.04,11.66,0.16
2005,3,21,29.83,9.64,0.0
2005,3,22,31.51,11.84,0.17
2005,3,23,31.26,12.15,2.58
2005,3,24,24.4,14.47,19.46
2005,3,25,25.83,10.38,1.41
2005,3,26,26.78,9.16,0.91
2005,3,27,27.61,8.18,0.0
2005,3,28,30.0,12.51,0.25
2005,3,29,31.2,13.98,0.19
2005,3,30,31.18,14.83,3.93
2005,3,31,29.15,15.81,10.91
2005,4,1,30.55,12.39,0.03
2005,4,2,29.76,8.48,0.07
2005,4,3,30.64,12.02,0.49
2005,4,4,30.87,11.66,0.64
2005,4,5,30.73,10.99,0.0
2005,4,6,31.19,13.0,0.95
2005,4,7,32.05,13.06,0.54
2005,4,8,32.3,13.49,0.09
2005,4,9,32.83,14.53,0.8
2005,4,10,32.79,16.66,3.71
2005,4,11,32.4,13.55,0.4
2005,4,12,28.08,4.64,0.02
2005,4,13,27.9,4.15,0.0
2005,4,14,29.41,5.86,0.0
2005,4,15,31.4,6.23,0.0
2005,4,16,33.08,9.28,0.0
2005,4,17,34.79,12.82,0.44
2005,4,18,34.23,10.38,0.06
2005,4,19,33.32,11.17,0.0
2005,4,20,34.33,13.24,0.02
2005,4,21,35.53,11.54,0.04
2005,4,22,35.78,12.82,0.02
2005,4,23,35.94,13.55,0.86
2005,4,24,34.69,14.1,2.16
2005,4,25,33.44,14.53,3.07
2005,4,26,34.62,11.29,1.09
2005,4,27,34.7,11.35,0.83
2005,4,28,35.01,9.77,0.01
2005,4,29,34.63,10.38,0.81
2005,4,30,31.63,14.22,8.27
2005,5,1,29.69,15.38,8.27
2005,5,2,28.29,14.28,2.58
2005,5,3,30.96,14.1,1.99
2005,5,4,32.57,14.1,2.01
2005,5,5,32.73,14.47,2.78
2005,5,6,31.37,15.26,4.17
2005,5,7,31.24,15.62,5.14
2005,5,8,33.09,15.38,1.04
2005,5,9,34.61,14.95,0.26
2005,5,10,34.18,10.99,0.05
2005,5,11,33.46,8.48,0.12
2005,5,12,34.95,12.57,0.01
2005,5,13,35.08,12.39,0.31
2005,5,14,36.46,13.85,0.3
2005,5,15,36.47,14.95,1.37
2005,5,16,36.72,14.04,0.01
2005,5,17,37.83,15.62,1.12
2005,5,18,38.31,16.42,1.73
2005,5,19,37.36,17.27,3.09
2005,5,20,34.28,17.15,7.34
2005,5,21,34.05,17.4,2.87
2005,5,22,35.23,17.4,1.3
2005,5,23,35.91,17.52,0.33
2005,5,24,36.19,17.4,2.1
2005,5,25,33.93,18.31,3.4
2005,5,26,34.85,18.13,0.52
2005,5,27,34.94,18.13,0.62
2005,5,28,34.62,17.33,0.4
2005,5,29,35.78,16.6,0.01
2005,5,30,37.33,16.05,0.06
2005,5,31,37.86,16.36,0.48
2005,6,1,38.65,14.59,0.1
2005,6,2,38.39,10.93,0.0
2005,6,3,39.62,14.47,0.15
2005,6,4,38.08,15.87,2.61
2005,6,5,35.59,18.37,2.6
2005,6,6,34.09,17.94,2.54
2005,6,7,33.9,17.7,0.05
2005,6,8,36.36,17.7,1.66
2005,6,9,36.33,17.46,3.31
2005,6,10,37.05,16.54,0.94
2005,6,11,36.69,17.09,0.08
2005,6,12,34.76,18.37,5.2
2005,6,13,34.24,19.35,3.86
2005,6,14,35.5,18.37,0.92
2005,6,15,37.23,17.46,1.08
2005,6,16,38.59,17.21,0.55
2005,6,17,37.15,18.19,1.71
2005,6,18,36.21,18.19,3.07
2005,6,19,34.69,18.98,0.97
2005,6,20,34.69,18.92,2.26
2005,6,21,33.4,19.23,6.23
2005,6,22,31.95,19.78,5.16
2005,6,23,34.0,18.68,1.8
2005,6,24,33.68,19.29,1.71
2005,6,25,30.8,20.02,2.13
2005,6,26,33.67,18.8,1.31
2005,6,27,33.88,19.29,2.05
2005,6,28,30.55,20.39,4.5
2005,6,29,30.94,19.47,3.07
2005,6,30,31.35,19.23,6.18
2005,7,1,28.55,20.51,39.44
2005,7,2,29.41,20.51,22.56
2005,7,3,29.18,20.69,16.23
2005,7,4,29.22,20.45,12.06
2005,7,5,28.27,20.39,8.92
2005,7,6,30.16,19.53,2.44
2005,7,7,31.3,20.2,3.77
2005,7,8,32.21,20.45,0.65
2005,7,9,31.87,20.81,1.83
2005,7,10,30.89,21.3,6.97
2005,7,11,29.37,21.12,14.78
2005,7,12,28.95,20.87,38.11
2005,7,13,27.98,21.85,50.03
2005,7,14,27.26,21.24,29.8
2005,7,15,27.15,20.51,30.19
2005,7,16,28.16,19.84,4.89
2005,7,17,28.01,20.26,3.51
2005,7,18,27.65,21.0,2.19
2005,7,19,29.14,21.12,5.29
2005,7,20,28.52,22.03,5.54
2005,7,21,29.6,21.67,3.34
2005,7,22,30.23,20.94,2.96
2005,7,23,29.1,21.55,3.06
2005,7,24,29.01,21.3,2.02
2005,7,25,29.62,21.79,0.95
2005,7,26,28.6,22.09,6.78
2005,7,27,28.94,22.28,6.13
2005,7,28,29.98,22.09,1.15
2005,7,29,29.94,22.03,0.43
2005,7,30,29.9,21.61,0.33
2005,7,31,30.08,21.91,1.45
2005,8,1,30.58,22.22,0.41
2005,8,2,30.58,22.52,0.94
2005,8,3,29.73,22.28,2.56
2005,8,4,30.08,22.09,5.1
2005,8,5,29.19,21.67,4.92
2005,8,6,30.08,21.91,3.26
2005,8,7,29.91,22.09,8.69
2005,8,8,28.55,21.85,17.07
2005,8,9,28.61,21.12,31.57
2005,8,10,28.62,21.73,30.99
2005,8,11,28.12,21.18,16.63
2005,8,12,28.69,21.0,1.4
2005,8,13,30.74,21.73,0.55
2005,8,14,29.62,21.97,12.11
2005,8,15,28.98,21.79,6.88
2005,8,16,28.53,21.67,4.01
2005,8,17,29.48,21.85,1.43
2005,8,18,28.58,21.61,8.39
2005,8,19,28.5,21.61,6.43
2005,8,20,28.84,21.48,4.33
2005,8,21,28.04,21.3,9.53
2005,8,22,28.3,21.24,8.08
2005,8,23,28.12,22.22,16.42
2005,8,24,28.13,21.97,14.81
2005,8,25,27.69,20.63,23.32
2005,8,26,27.94,21.06,9.47
2005,8,27,28.52,20.75,5.23
2005,8,28,28.57,20.39,1.79
2005,8,29,29.14,20.57,0.71
2005,8,30,29.69,21.06,2.55
2005,8,31,29.98,21.06,2.13
2005,9,1,28.87,21.36,1.19
2005,9,2,30.33,21.12,0.76
2005,9,3,28.42,21.61,10.57
2005,9,4,27.9,20.94,4.89
2005,9,5,28.4,21.18,2.47
2005,9,6,28.56,20.39,9.31
2005,9,7,28.08,20.39,12.54
2005,9,8,28.78,20.69,6.46
2005,9,9,27.65,20.69,8.65
2005,9,10,27.43,20.26,4.68
2005,9,11,27.22,20.63,4.13
2005,9,12,27.32,20.63,1.33
2005,9,13,26.83,20.32,2.68
2005,9,14,26.73,20.08,5.42
2005,9,15,28.65,19.9,0.32
2005,9,16,28.51,19.96,0.55
2005,9,17,28.02,20.57,0.82
2005,9,18,27.83,21.3,5.11
2005,9,19,28.48,21.18,6.87
2005,9,20,26.9,20.26,11.48
2005,9,21,27.23,20.39,19.79
2005,9,22,27.3,20.02,6.98
2005,9,23,27.98,20.57,3.25
2005,9,24,27.47,20.81,4.66
2005,9,25,28.65,20.39,7.75
2005,9,26,28.55,20.69,9.54
2005,9,27,28.16,19.78,1.2
2005,9,28,28.65,19.59,0.46
2005,9,29,28.58,19.9,1.89
2005,9,30,27.46,20.32,2.56
2005,10,1,26.82,19.1,44.77
2005,10,2,25.91,20.08,79.51
2005,10,3,25.71,19.71,33.14
2005,10,4,25.12,19.41,29.85
2005,10,5,26.44,19.47,4.07
2005,10,6,27.12,19.29,0.03
2005,10,7,27.26,18.98,0.08
2005,10,8,27.54,18.8,0.2
2005,10,9,26.5,18.25,0.44
2005,10,10,26.52,18.07,0.05
2005,10,11,27.07,18.13,0.31
2005,10,12,26.65,18.25,0.17
2005,10,13,26.44,17.82,0.47
2005,10,14,26.5,18.13,0.31
2005,10,15,25.98,17.64,0.29
2005,10,16,26.19,17.52,0.2
2005,10,17,25.85,17.82,2.68
2005,10,18,25.19,17.58,22.77
2005,10,19,23.93,16.78,20.03
2005,10,20,23.38,16.6,11.88
2005,10,21,23.48,17.33,33.54
2005,10,22,24.55,18.43,79.74
2005,10,23,23.58,17.33,32.99
2005,10,24,24.78,17.7,1.06
2005,10,25,24.13,16.42,0.0
2005,10,26,24.28,15.99,0.0
2005,10,27,24.62,16.05,0.0
2005,10,28,23.87,15.93,0.02
2005,10,29,23.64,15.69,0.0
2005,10,30,23.74,14.95,0.0
2005,10,31,23.03,13.98,0.01
2005,11,1,22.05,13.06,0.0
2005,11,2,21.95,13.67,0.01
2005,11,3,21.04,13.37,0.0
2005,11,4,20.19,12.45,0.0
2005,11,5,20.0,11.66,0.0
2005,11,6,19.46,11.72,0.0
2005,11,7,19.78,12.45,0.0
2005,11,8,20.77,13.18,0.0
2005,11,9,22.05,14.04,0.03
2005,11,10,21.68,13.85,0.02
2005,11,11,19.73,11.23,0.0
2005,11,12,18.5,10.07,0.0
2005,11,13,18.47,10.38,0.0
2005,11,14,18.71,10.56,0.0
2005,11,15,19.62,11.9,0.0
2005,11,16,20.05,12.15,0.0
2005,11,17,19.58,11.66,0.0
2005,11,18,18.05,9.58,0.0
2005,11,19,18.32,10.68,0.0
2005,11,20,19.48,12.21,0.0
2005,11,21,20.01,12.33,0.0
2005,11,22,20.0,11.84,0.0
2005,11,23,18.4,10.62,0.0
2005,11,24,18.98,11.29,0.0
2005,11,25,19.05,12.27,0.0
2005,11,26,18.4,11.9,0.0
2005,11,27,18.21,11.54,0.0
2005,11,28,17.61,11.11,0.0
2005,11,29,17.19,10.31,0.0
2005,11,30,16.49,9.22,0.0
2005,12,1,16.48,9.58,0.0
2005,12,2,17.35,10.86,0.0
2005,12,3,17.63,10.99,0.0
2005,12,4,16.37,8.97,0.0
